country,parameter,mode,powertrain,year,unit,value
France,EV stock,Trucks,BEV,2020,Vehicles,70
Israel,EV stock,Cars,PHEV,2014,Vehicles,70
Netherlands,EV stock,Trucks,BEV,2013,Vehicles,70
Norway,EV stock,Buses,PHEV,2021,Vehicles,70
Norway,EV stock,Cars,FCEV,2017,Vehicles,70
United Kingdom,EV stock,Cars,FCEV,2018,Vehicles,70
France,EV stock,Trucks,BEV,2013,Vehicles,69
Norway,EV stock,Buses,PHEV,2022,Vehicles,69
Canada,EV stock,Buses,BEV,2019,Vehicles,68
Denmark,EV stock,Cars,FCEV,2016,Vehicles,68
Germany,EV stock,Buses,FCEV,2022,Vehicles,68
Norway,EV stock,Buses,PHEV,2023,Vehicles,68
Norway,EV stock,Buses,PHEV,2024,Vehicles,68
France,EV stock,Trucks,BEV,2017,Vehicles,67
Portugal,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,67
New Zealand,EV stock,Buses,BEV,2017,Vehicles,66
Africa,EV stock,Vans,BEV,2022,Vehicles,65
Australia,EV stock,Cars,FCEV,2023,Vehicles,65
France,EV stock,Trucks,BEV,2011,Vehicles,65
New Zealand,EV stock,Buses,BEV,2012,Vehicles,65
New Zealand,EV stock,Buses,BEV,2013,Vehicles,65
New Zealand,EV stock,Buses,BEV,2014,Vehicles,65
New Zealand,EV stock,Buses,BEV,2015,Vehicles,65
New Zealand,EV stock,Buses,BEV,2016,Vehicles,65
Sweden,EV stock,Cars,FCEV,2022,Vehicles,65
Belgium,EV stock,Cars,FCEV,2020,Vehicles,64
France,EV stock,Buses,BEV,2011,Vehicles,64
France,EV stock,Trucks,BEV,2012,Vehicles,64
Netherlands,EV stock,Buses,FCEV,2023,Vehicles,64
Netherlands,EV stock,Buses,FCEV,2024,Vehicles,64
New Zealand,EV stock,Buses,BEV,2011,Vehicles,64
Portugal,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,64
USA,EV stock,Buses,FCEV,2020,Vehicles,64
Norway,EV stock,Buses,PHEV,2020,Vehicles,63
Spain,EV stock,Buses,PHEV,2020,Vehicles,63
Sweden,EV stock,Cars,FCEV,2021,Vehicles,63
Thailand,EV stock,Cars,PHEV,2014,Vehicles,63
Austria,EV stock,Cars,FCEV,2022,Vehicles,62
Austria,EV stock,Cars,FCEV,2023,Vehicles,62
Austria,EV stock,Cars,FCEV,2024,Vehicles,62
Belgium,EV stock,Vans,BEV,2010,Vehicles,62
Finland,EV stock,Buses,BEV,2019,Vehicles,62
Finland,EV stock,Buses,PHEV,2019,Vehicles,62
France,EV stock,Trucks,BEV,2010,Vehicles,62
New Zealand,EV stock,Buses,BEV,2010,Vehicles,62
Belgium,EV stock,Cars,BEV,2010,Vehicles,61
Brazil,EV stock,Cars,BEV,2014,Vehicles,61
Chile,EV stock,Cars,PHEV,2017,Vehicles,61
Indonesia,EV stock,Cars,PHEV,2021,Vehicles,61
Korea,EV stock,Cars,BEV,2010,Vehicles,61
Italy,EV stock,Cars,FCEV,2024,Vehicles,60
Portugal,EV stock,Buses,BEV,2020,Vehicles,60
Belgium,EV stock,Buses,BEV,2019,Vehicles,59
Denmark,EV stock,Cars,BEV,2010,Vehicles,59
Greece,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,59
Italy,EV stock,Cars,FCEV,2023,Vehicles,59
Switzerland,EV stock,Cars,FCEV,2018,Vehicles,59
China,EV stock,Trucks,PHEV,2020,Vehicles,58
France,EV stock,Trucks,BEV,2015,Vehicles,58
France,EV stock,Trucks,BEV,2016,Vehicles,58
Sweden,EV stock,Trucks,BEV,2020,Vehicles,58
Netherlands,EV stock,Trucks,BEV,2012,Vehicles,57
Switzerland,EV stock,Buses,BEV,2020,Vehicles,57
Denmark,EV stock,Trucks,BEV,2021,Vehicles,56
Finland,EV stock,Cars,BEV,2011,Vehicles,56
Italy,EV stock,Cars,FCEV,2022,Vehicles,56
Netherlands,EV stock,Trucks,PHEV,2022,Vehicles,56
Spain,EV stock,Buses,PHEV,2019,Vehicles,56
Austria,EV stock,Cars,FCEV,2021,Vehicles,55
France,EV stock,Vans,FCEV,2015,Vehicles,55
Germany,EV stock,Vans,FCEV,2023,Vehicles,55
Germany,EV stock,Vans,FCEV,2024,Vehicles,55
Japan,EV stock,Trucks,BEV,2019,Vehicles,55
Japan,EV stock,Trucks,BEV,2020,Vehicles,55
Japan,EV stock,Trucks,BEV,2021,Vehicles,55
Japan,EV stock,Trucks,BEV,2022,Vehicles,55
Malaysia,EV stock,Cars,BEV,2015,Vehicles,55
Netherlands,EV stock,Buses,FCEV,2022,Vehicles,55
Russia,EV stock,Cars,PHEV,2015,Vehicles,55
Thailand,EV stock,Cars,BEV,2016,Vehicles,55
USA,EV stock,Cars,FCEV,2014,Vehicles,55
Chile,EV stock,Cars,BEV,2016,Vehicles,54
Costa Rica,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,54
Italy,EV stock,Buses,FCEV,2024,Vehicles,54
Sweden,EV stock,Buses,BEV,2017,Vehicles,54
Iceland,EV stock,Cars,PHEV,2014,Vehicles,52
Malaysia,EV stock,Cars,BEV,2019,Vehicles,52
Korea,EV stock,Buses,BEV,2016,Vehicles,52
Korea,EV stock,Buses,BEV,2017,Vehicles,52
Korea,EV stock,Buses,FCEV,2020,Vehicles,52
Netherlands,EV stock,Trucks,FCEV,2024,Vehicles,51
Belgium,EV stock,Vans,PHEV,2020,Vehicles,50
India,EV stock,Cars,PHEV,2020,Vehicles,50
Netherlands,EV stock,Cars,FCEV,2018,Vehicles,50
Poland,EV stock,Buses,PHEV,2024,Vehicles,50
Portugal,EV stock,Buses,BEV,2019,Vehicles,50
Spain,EV stock,Buses,PHEV,2018,Vehicles,50
Sweden,EV stock,Cars,FCEV,2024,Vehicles,50
Thailand,EV stock,Cars,BEV,2015,Vehicles,50
Australia,EV stock,Cars,BEV,2011,Vehicles,49
Canada,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,49
Colombia,EV stock,Cars,BEV,2013,Vehicles,49
Germany,EV stock,Buses,FCEV,2020,Vehicles,49
Germany,EV stock,Cars,FCEV,2016,Vehicles,49
Iceland,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49
New Zealand,EV stock,Cars,BEV,2012,Vehicles,49
Poland,EV stock,Buses,FCEV,2024,Vehicles,49
USA,EV stock,Vans,FCEV,2013,Vehicles,49
Africa,EV stock,Vans,BEV,2014,Vehicles,48
Africa,EV stock,Cars,BEV,2014,Vehicles,48
Iceland,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,48
Netherlands,EV stock,Trucks,PHEV,2021,Vehicles,48
South Africa,EV stock,Vans,BEV,2014,Vehicles,48
South Africa,EV stock,Cars,BEV,2014,Vehicles,48
Sweden,EV stock,Cars,FCEV,2023,Vehicles,48
Netherlands,EV stock,Trucks,PHEV,2019,Vehicles,47
Sweden,EV stock,Cars,FCEV,2020,Vehicles,47
Chile,EV stock,Cars,PHEV,2016,Vehicles,46
Italy,EV stock,Buses,BEV,2017,Vehicles,46
Netherlands,EV stock,Buses,BEV,2014,Vehicles,46
Netherlands,EV stock,Trucks,PHEV,2018,Vehicles,46
Portugal,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,46
Portugal,EV stock,Cars,PHEV,2014,Vehicles,46
Korea,EV stock,Cars,FCEV,2016,Vehicles,46
Spain,EV stock,Vans,PHEV,2021,Vehicles,46
United Kingdom,EV stock,2 and 3 wheelers,PHEV,2023,Vehicles,46
United Kingdom,EV stock,2 and 3 wheelers,PHEV,2024,Vehicles,46
Austria,EV stock,Cars,FCEV,2020,Vehicles,45
Israel,EV stock,Buses,BEV,2017,Vehicles,45
Italy,EV stock,Cars,FCEV,2021,Vehicles,45
Australia,EV stock,Cars,FCEV,2021,Vehicles,44
Belgium,EV stock,Cars,FCEV,2018,Vehicles,44
Canada,EV stock,Vans,FCEV,2021,Vehicles,44
Canada,EV stock,Vans,FCEV,2022,Vehicles,44
China,EV stock,Vans,PHEV,2019,Vehicles,44
France,EV stock,Buses,BEV,2010,Vehicles,44
Poland,EV stock,Buses,PHEV,2023,Vehicles,44
France,EV stock,Buses,FCEV,2024,Vehicles,43
Italy,EV stock,Vans,PHEV,2019,Vehicles,43
Norway,EV stock,Buses,BEV,2018,Vehicles,43
Norway,EV stock,Vans,PHEV,2020,Vehicles,43
Greece,EV stock,Cars,BEV,2014,Vehicles,42
Iceland,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,42
Netherlands,EV stock,Trucks,PHEV,2017,Vehicles,42
Spain,EV stock,Buses,PHEV,2017,Vehicles,42
Sweden,EV stock,Buses,BEV,2016,Vehicles,42
Sweden,EV stock,Cars,FCEV,2019,Vehicles,42
USA,EV stock,Buses,FCEV,2019,Vehicles,42
Austria,EV stock,Cars,FCEV,2019,Vehicles,41
Belgium,EV stock,Cars,FCEV,2019,Vehicles,41
Netherlands,EV stock,Buses,FCEV,2021,Vehicles,41
Netherlands,EV stock,Trucks,PHEV,2020,Vehicles,41
Switzerland,EV stock,Cars,PHEV,2011,Vehicles,41
Africa,EV stock,Buses,BEV,2022,Vehicles,40
Norway,EV stock,Cars,FCEV,2016,Vehicles,40
Africa,EV stock,Buses,BEV,2021,Vehicles,39
Finland,EV stock,Vans,PHEV,2019,Vehicles,39
Netherlands,EV stock,Buses,BEV,2013,Vehicles,39
Netherlands,EV stock,Vans,FCEV,2024,Vehicles,39
Netherlands,EV stock,Cars,FCEV,2017,Vehicles,39
Netherlands,EV stock,Trucks,PHEV,2016,Vehicles,39
Italy,EV stock,Buses,BEV,2016,Vehicles,38
New Zealand,EV stock,Cars,FCEV,2024,Vehicles,38
Poland,EV stock,Buses,PHEV,2018,Vehicles,38
Poland,EV stock,Buses,PHEV,2019,Vehicles,38
Poland,EV stock,Buses,PHEV,2020,Vehicles,38
Poland,EV stock,Buses,PHEV,2021,Vehicles,38
Poland,EV stock,Buses,PHEV,2022,Vehicles,38
Chile,EV stock,Cars,PHEV,2015,Vehicles,37
Denmark,EV stock,Cars,FCEV,2015,Vehicles,37
Iceland,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,37
Iceland,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,37
Iceland,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,37
Iceland,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,37
Netherlands,EV stock,Trucks,FCEV,2023,Vehicles,37
Portugal,EV stock,Cars,PHEV,2013,Vehicles,37
Switzerland,EV stock,Cars,FCEV,2017,Vehicles,37
United Kingdom,EV stock,Buses,FCEV,2022,Vehicles,37
Africa,EV stock,Buses,BEV,2020,Vehicles,36
Costa Rica,EV stock,Cars,BEV,2017,Vehicles,36
Greece,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,36
Malaysia,EV stock,Buses,BEV,2019,Vehicles,36
Malaysia,EV stock,Buses,BEV,2020,Vehicles,36
Malaysia,EV stock,Buses,BEV,2021,Vehicles,36
Malaysia,EV stock,Buses,BEV,2022,Vehicles,36
Netherlands,EV stock,Trucks,PHEV,2015,Vehicles,36
Portugal,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,36
Switzerland,EV stock,Cars,FCEV,2016,Vehicles,36
Thailand,EV stock,Cars,BEV,2014,Vehicles,36
Canada,EV stock,Trucks,BEV,2018,Vehicles,35
Canada,EV stock,Trucks,BEV,2019,Vehicles,35
Italy,EV stock,Cars,FCEV,2020,Vehicles,35
Malaysia,EV stock,Buses,BEV,2018,Vehicles,35
Switzerland,EV stock,Buses,BEV,2019,Vehicles,35
Africa,EV stock,Cars,BEV,2013,Vehicles,34
France,EV stock,Cars,FCEV,2016,Vehicles,34
Poland,EV stock,Buses,FCEV,2023,Vehicles,34
Poland,EV stock,Buses,PHEV,2016,Vehicles,34
Poland,EV stock,Buses,PHEV,2017,Vehicles,34
Poland,EV stock,Vans,BEV,2017,Vehicles,34
Poland,EV stock,Cars,FCEV,2019,Vehicles,34
South Africa,EV stock,Buses,BEV,2024,Vehicles,34
South Africa,EV stock,Cars,BEV,2013,Vehicles,34
Spain,EV stock,Cars,FCEV,2024,Vehicles,34
United Kingdom,EV stock,Cars,FCEV,2017,Vehicles,34
Netherlands,EV stock,Cars,FCEV,2016,Vehicles,33
Portugal,EV stock,Buses,BEV,2018,Vehicles,33
Belgium,EV stock,Buses,PHEV,2014,Vehicles,32
Chile,EV stock,Cars,BEV,2015,Vehicles,32
Iceland,EV stock,Cars,PHEV,2013,Vehicles,32
Indonesia,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,32
Malaysia,EV stock,Buses,BEV,2016,Vehicles,32
Malaysia,EV stock,Buses,BEV,2017,Vehicles,32
Malaysia,EV stock,Cars,BEV,2016,Vehicles,32
Korea,EV stock,Vans,BEV,2016,Vehicles,32
Korea,EV stock,Vans,BEV,2017,Vehicles,32
Sweden,EV stock,Buses,PHEV,2017,Vehicles,32
USA,EV stock,Buses,FCEV,2018,Vehicles,32
Belgium,EV stock,Cars,FCEV,2017,Vehicles,31
Canada,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,31
China,EV stock,Trucks,PHEV,2019,Vehicles,31
Iceland,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,31
Iceland,EV stock,Cars,BEV,2012,Vehicles,31
Iceland,EV stock,Cars,FCEV,2019,Vehicles,31
Iceland,EV stock,Cars,FCEV,2021,Vehicles,31
Iceland,EV stock,Cars,FCEV,2022,Vehicles,31
Norway,EV stock,Buses,BEV,2017,Vehicles,31
Portugal,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,31
Africa,EV stock,Buses,BEV,2019,Vehicles,30
Iceland,EV stock,Cars,FCEV,2020,Vehicles,30
Netherlands,EV stock,Vans,PHEV,2020,Vehicles,30
Netherlands,EV stock,Trucks,FCEV,2022,Vehicles,30
Thailand,EV stock,Cars,BEV,2013,Vehicles,30
Colombia,EV stock,Cars,PHEV,2016,Vehicles,29
Denmark,EV stock,Vans,BEV,2011,Vehicles,29
France,EV stock,Cars,FCEV,2017,Vehicles,29
Iceland,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,29
Indonesia,EV stock,Cars,BEV,2019,Vehicles,29
Netherlands,EV stock,Trucks,BEV,2011,Vehicles,29
Spain,EV stock,Trucks,BEV,2021,Vehicles,29
Brazil,EV stock,Cars,PHEV,2015,Vehicles,28
Canada,EV stock,Trucks,BEV,2015,Vehicles,28
Canada,EV stock,Trucks,BEV,2016,Vehicles,28
Canada,EV stock,Trucks,BEV,2017,Vehicles,28
Denmark,EV stock,Trucks,BEV,2020,Vehicles,28
Italy,EV stock,Cars,FCEV,2019,Vehicles,28
Poland,EV stock,Cars,FCEV,2018,Vehicles,28
Poland,EV stock,Cars,FCEV,2020,Vehicles,28
United Kingdom,EV stock,Cars,PHEV,2011,Vehicles,28
Brazil,EV stock,Vans,BEV,2020,Vehicles,27
Colombia,EV stock,Cars,BEV,2012,Vehicles,27
Costa Rica,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,27
Germany,EV stock,Trucks,FCEV,2023,Vehicles,27
Iceland,EV stock,Cars,FCEV,2023,Vehicles,27
Malaysia,EV stock,Cars,BEV,2014,Vehicles,27
New Zealand,EV stock,Cars,BEV,2011,Vehicles,27
Poland,EV stock,Vans,BEV,2016,Vehicles,27
Spain,EV stock,Cars,FCEV,2023,Vehicles,27
United Kingdom,EV stock,2 and 3 wheelers,PHEV,2015,Vehicles,27
Africa,EV stock,Buses,BEV,2018,Vehicles,26
Belgium,EV stock,Cars,PHEV,2011,Vehicles,26
Denmark,EV stock,Buses,PHEV,2022,Vehicles,26
Indonesia,EV stock,Cars,PHEV,2020,Vehicles,26
Israel,EV stock,Vans,BEV,2021,Vehicles,26
Malaysia,EV stock,Cars,BEV,2012,Vehicles,26
Netherlands,EV stock,Cars,FCEV,2015,Vehicles,26
Netherlands,EV stock,Cars,PHEV,2011,Vehicles,26
USA,EV stock,Buses,FCEV,2017,Vehicles,26
Finland,EV stock,Trucks,BEV,2022,Vehicles,25
Malaysia,EV stock,Cars,BEV,2017,Vehicles,25
New Zealand,EV stock,Vans,PHEV,2021,Vehicles,25
Switzerland,EV stock,Buses,BEV,2018,Vehicles,25
Austria,EV stock,Cars,FCEV,2018,Vehicles,24
Denmark,EV stock,Buses,PHEV,2019,Vehicles,24
Denmark,EV stock,Buses,PHEV,2021,Vehicles,24
Germany,EV stock,Buses,FCEV,2019,Vehicles,24
Malaysia,EV stock,Cars,PHEV,2015,Vehicles,24
USA,EV stock,Buses,FCEV,2015,Vehicles,24
Canada,EV stock,Buses,FCEV,2024,Vehicles,23
Denmark,EV stock,Buses,PHEV,2020,Vehicles,23
France,EV stock,Buses,FCEV,2023,Vehicles,23
Netherlands,EV stock,Buses,BEV,2012,Vehicles,23
Netherlands,EV stock,Trucks,BEV,2010,Vehicles,23
Portugal,EV stock,Buses,BEV,2017,Vehicles,23
Spain,EV stock,Cars,FCEV,2022,Vehicles,23
Costa Rica,EV stock,Cars,BEV,2016,Vehicles,22
Finland,EV stock,Buses,BEV,2017,Vehicles,22
Finland,EV stock,Buses,PHEV,2017,Vehicles,22
Greece,EV stock,Cars,PHEV,2015,Vehicles,22
Netherlands,EV stock,Buses,BEV,2011,Vehicles,22
Netherlands,EV stock,Vans,FCEV,2023,Vehicles,22
Korea,EV stock,Buses,BEV,2015,Vehicles,22
Sweden,EV stock,Buses,PHEV,2016,Vehicles,22
Sweden,EV stock,Buses,PHEV,2023,Vehicles,22
Sweden,EV stock,Buses,PHEV,2024,Vehicles,22
Turkiye,EV stock,Buses,BEV,2024,Vehicles,22
Belgium,EV stock,Buses,BEV,2018,Vehicles,21
Finland,EV stock,Buses,BEV,2018,Vehicles,21
Finland,EV stock,Buses,PHEV,2018,Vehicles,21
Sweden,EV stock,Cars,FCEV,2017,Vehicles,21
Sweden,EV stock,Cars,FCEV,2018,Vehicles,21
USA,EV stock,Buses,FCEV,2016,Vehicles,21
United Kingdom,EV stock,Cars,PHEV,2010,Vehicles,21
Belgium,EV stock,Cars,FCEV,2016,Vehicles,20
Denmark,EV stock,Cars,PHEV,2010,Vehicles,20
Denmark,EV stock,Cars,PHEV,2011,Vehicles,20
France,EV stock,Trucks,PHEV,2018,Vehicles,20
Iceland,EV stock,Cars,FCEV,2010,Vehicles,20
Iceland,EV stock,Cars,FCEV,2011,Vehicles,20
Iceland,EV stock,Cars,FCEV,2012,Vehicles,20
Indonesia,EV stock,Cars,PHEV,2019,Vehicles,20
Israel,EV stock,Vans,PHEV,2023,Vehicles,20
Israel,EV stock,Vans,PHEV,2024,Vehicles,20
New Zealand,EV stock,Cars,FCEV,2023,Vehicles,20
Russia,EV stock,Vans,BEV,2021,Vehicles,20
Russia,EV stock,Vans,BEV,2022,Vehicles,20
Russia,EV stock,Vans,BEV,2023,Vehicles,20
Russia,EV stock,Vans,BEV,2024,Vehicles,20
Korea,EV stock,Buses,BEV,2014,Vehicles,20
Sweden,EV stock,Buses,BEV,2015,Vehicles,20
Switzerland,EV stock,Buses,FCEV,2018,Vehicles,20
Switzerland,EV stock,Buses,FCEV,2019,Vehicles,20
Switzerland,EV stock,Buses,FCEV,2020,Vehicles,20
Switzerland,EV stock,Buses,FCEV,2021,Vehicles,20
Switzerland,EV stock,Buses,FCEV,2022,Vehicles,20
Turkiye,EV stock,Buses,BEV,2023,Vehicles,20
Austria,EV stock,Cars,FCEV,2017,Vehicles,19
Canada,EV stock,Buses,BEV,2018,Vehicles,19
Canada,EV stock,Trucks,BEV,2014,Vehicles,19
Chile,EV stock,Cars,BEV,2014,Vehicles,19
China,EV stock,Cars,FCEV,2021,Vehicles,19
Malaysia,EV stock,Buses,BEV,2023,Vehicles,19
Malaysia,EV stock,Buses,BEV,2024,Vehicles,19
Russia,EV stock,Vans,BEV,2020,Vehicles,19
Spain,EV stock,Buses,FCEV,2023,Vehicles,19
Spain,EV stock,Cars,FCEV,2021,Vehicles,19
Switzerland,EV stock,Buses,FCEV,2023,Vehicles,19
Switzerland,EV stock,Buses,FCEV,2024,Vehicles,19
Viet Nam,EV stock,Cars,PHEV,2022,Vehicles,19
Iceland,EV stock,Cars,FCEV,2013,Vehicles,18
Israel,EV stock,Cars,PHEV,2013,Vehicles,18
Norway,EV stock,Trucks,BEV,2020,Vehicles,18
Poland,EV stock,Vans,BEV,2015,Vehicles,18
Korea,EV stock,Vans,BEV,2015,Vehicles,18
Thailand,EV stock,Cars,BEV,2012,Vehicles,18
Canada,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,17
China,EV stock,Vans,PHEV,2015,Vehicles,17
China,EV stock,Vans,PHEV,2016,Vehicles,17
China,EV stock,Vans,PHEV,2017,Vehicles,17
China,EV stock,Vans,PHEV,2018,Vehicles,17
Denmark,EV stock,Buses,PHEV,2023,Vehicles,17
Denmark,EV stock,Buses,PHEV,2024,Vehicles,17
Iceland,EV stock,Cars,FCEV,2018,Vehicles,17
Malaysia,EV stock,Buses,BEV,2015,Vehicles,17
Netherlands,EV stock,Trucks,FCEV,2021,Vehicles,17
Russia,EV stock,Vans,BEV,2019,Vehicles,17
Korea,EV stock,Buses,BEV,2013,Vehicles,17
Canada,EV stock,Vans,FCEV,2020,Vehicles,16
Canada,EV stock,Trucks,BEV,2021,Vehicles,16
Chile,EV stock,Cars,BEV,2013,Vehicles,16
China,EV stock,Trucks,BEV,2010,Vehicles,16
Germany,EV stock,Vans,FCEV,2020,Vehicles,16
Germany,EV stock,Vans,FCEV,2021,Vehicles,16
Germany,EV stock,Vans,FCEV,2022,Vehicles,16
Netherlands,EV stock,Vans,FCEV,2022,Vehicles,16
New Zealand,EV stock,Cars,FCEV,2022,Vehicles,16
Portugal,EV stock,Buses,PHEV,2023,Vehicles,16
Portugal,EV stock,Buses,PHEV,2024,Vehicles,16
Sweden,EV stock,Vans,PHEV,2018,Vehicles,16
Brazil,EV stock,Vans,BEV,2019,Vehicles,15
Denmark,EV stock,2 and 3 wheelers,FCEV,2017,Vehicles,15
Japan,EV stock,Cars,PHEV,2011,Vehicles,15
Netherlands,EV stock,Buses,BEV,2010,Vehicles,15
Korea,EV stock,Buses,FCEV,2019,Vehicles,15
Chile,EV stock,Cars,PHEV,2014,Vehicles,14
Denmark,EV stock,2 and 3 wheelers,FCEV,2018,Vehicles,14
Denmark,EV stock,2 and 3 wheelers,FCEV,2020,Vehicles,14
Denmark,EV stock,Vans,PHEV,2014,Vehicles,14
Denmark,EV stock,Cars,PHEV,2012,Vehicles,14
Denmark,EV stock,Cars,PHEV,2013,Vehicles,14
Iceland,EV stock,Cars,BEV,2010,Vehicles,14
Iceland,EV stock,Cars,BEV,2011,Vehicles,14
Italy,EV stock,Buses,FCEV,2023,Vehicles,14
Malaysia,EV stock,Cars,BEV,2013,Vehicles,14
New Zealand,EV stock,Cars,BEV,2010,Vehicles,14
Poland,EV stock,Buses,PHEV,2015,Vehicles,14
Poland,EV stock,Cars,FCEV,2017,Vehicles,14
Portugal,EV stock,Vans,PHEV,2024,Vehicles,14
South Africa,EV stock,Buses,BEV,2023,Vehicles,14
United Kingdom,EV stock,Trucks,FCEV,2024,Vehicles,14
Austria,EV stock,Cars,FCEV,2016,Vehicles,13
Belgium,EV stock,Vans,PHEV,2019,Vehicles,13
Canada,EV stock,Trucks,BEV,2013,Vehicles,13
Denmark,EV stock,Trucks,BEV,2019,Vehicles,13
Finland,EV stock,Buses,BEV,2016,Vehicles,13
Finland,EV stock,Buses,PHEV,2016,Vehicles,13
Italy,EV stock,Buses,FCEV,2016,Vehicles,13
Italy,EV stock,Buses,FCEV,2017,Vehicles,13
Italy,EV stock,Buses,FCEV,2018,Vehicles,13
Italy,EV stock,Buses,FCEV,2019,Vehicles,13
Italy,EV stock,Buses,FCEV,2020,Vehicles,13
Italy,EV stock,Buses,FCEV,2021,Vehicles,13
Italy,EV stock,Buses,FCEV,2022,Vehicles,13
Netherlands,EV stock,Buses,PHEV,2016,Vehicles,13
Netherlands,EV stock,Buses,PHEV,2017,Vehicles,13
Netherlands,EV stock,Buses,PHEV,2018,Vehicles,13
Netherlands,EV stock,Vans,FCEV,2020,Vehicles,13
Netherlands,EV stock,Vans,FCEV,2021,Vehicles,13
New Zealand,EV stock,Cars,PHEV,2013,Vehicles,13
Norway,EV stock,Buses,BEV,2016,Vehicles,13
Norway,EV stock,Cars,FCEV,2015,Vehicles,13
Spain,EV stock,Trucks,BEV,2020,Vehicles,13
Thailand,EV stock,Cars,BEV,2011,Vehicles,13
Costa Rica,EV stock,Cars,PHEV,2015,Vehicles,12
Denmark,EV stock,2 and 3 wheelers,FCEV,2019,Vehicles,12
Denmark,EV stock,2 and 3 wheelers,FCEV,2021,Vehicles,12
Denmark,EV stock,2 and 3 wheelers,FCEV,2022,Vehicles,12
Denmark,EV stock,Vans,PHEV,2013,Vehicles,12
Italy,EV stock,Cars,FCEV,2018,Vehicles,12
Netherlands,EV stock,Buses,PHEV,2015,Vehicles,12
Portugal,EV stock,Buses,PHEV,2021,Vehicles,12
Portugal,EV stock,Buses,PHEV,2022,Vehicles,12
Korea,EV stock,Cars,FCEV,2015,Vehicles,12
Canada,EV stock,Trucks,FCEV,2024,Vehicles,11
Chile,EV stock,Cars,BEV,2012,Vehicles,11
Denmark,EV stock,2 and 3 wheelers,FCEV,2023,Vehicles,11
Denmark,EV stock,Trucks,BEV,2013,Vehicles,11
Denmark,EV stock,Trucks,BEV,2014,Vehicles,11
Denmark,EV stock,Trucks,BEV,2015,Vehicles,11
Israel,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,11
Italy,EV stock,Buses,FCEV,2015,Vehicles,11
Italy,EV stock,Cars,FCEV,2015,Vehicles,11
Italy,EV stock,Cars,FCEV,2016,Vehicles,11
Italy,EV stock,Cars,FCEV,2017,Vehicles,11
Malaysia,EV stock,Cars,BEV,2018,Vehicles,11
Netherlands,EV stock,Cars,PHEV,2010,Vehicles,11
South Africa,EV stock,Buses,BEV,2018,Vehicles,11
South Africa,EV stock,Buses,BEV,2019,Vehicles,11
South Africa,EV stock,Buses,BEV,2020,Vehicles,11
South Africa,EV stock,Buses,BEV,2021,Vehicles,11
Korea,EV stock,Buses,BEV,2012,Vehicles,11
Sweden,EV stock,Buses,BEV,2014,Vehicles,11
Sweden,EV stock,Trucks,BEV,2019,Vehicles,11
Belgium,EV stock,Buses,BEV,2017,Vehicles,10
Canada,EV stock,Buses,FCEV,2023,Vehicles,10
Denmark,EV stock,Trucks,BEV,2011,Vehicles,10
Denmark,EV stock,Trucks,BEV,2012,Vehicles,10
France,EV stock,Cars,FCEV,2015,Vehicles,10
France,EV stock,Trucks,FCEV,2024,Vehicles,10
France,EV stock,Trucks,PHEV,2017,Vehicles,10
France,EV stock,Trucks,PHEV,2019,Vehicles,10
France,EV stock,Trucks,PHEV,2020,Vehicles,10
France,EV stock,Trucks,PHEV,2023,Vehicles,10
France,EV stock,Trucks,PHEV,2024,Vehicles,10
Italy,EV stock,Cars,FCEV,2014,Vehicles,10
Netherlands,EV stock,Vans,PHEV,2018,Vehicles,10
Netherlands,EV stock,Vans,PHEV,2019,Vehicles,10
Norway,EV stock,Buses,FCEV,2022,Vehicles,10
Norway,EV stock,Vans,PHEV,2017,Vehicles,10
Norway,EV stock,Vans,PHEV,2018,Vehicles,10
Norway,EV stock,Vans,PHEV,2019,Vehicles,10
Portugal,EV stock,Buses,PHEV,2019,Vehicles,10
Portugal,EV stock,Buses,PHEV,2020,Vehicles,10
Russia,EV stock,Vans,BEV,2018,Vehicles,10
Sweden,EV stock,Buses,FCEV,2023,Vehicles,10
Sweden,EV stock,Buses,FCEV,2024,Vehicles,10
Switzerland,EV stock,Buses,FCEV,2017,Vehicles,10
Switzerland,EV stock,Vans,FCEV,2022,Vehicles,10
